Simbad_ID,GaiaDR3_ID,TYCHO_ID,2MASS_ID,GCVS_ID,HIP_ID,UCAC4_ID,Archival_Survey,Archival_ID,Archival_epoch,Archival_ra,Archival_ra_err,Archival_dec,Archival_dec_err,Archival_parallax,Archival_parallax_err,Archival_pmra,Archival_pmra_err,Archival_pmdec,Archival_pmdec_err,Search_method,Crossmatch_radius_arcsec,Radio_optical_sep_arcsec,Radio_component_id,Radio_SBID,Radio_starttime_mjd,Radio_endtime_mjd,Radio_exptime_s,Radio_ra,Radio_dec,Radio_ra_err,Radio_dec_err,Radio_freq_MHz,Radio_I_flux_peak,Radio_I_flux_peak_err,Radio_I_flux_int,Radio_I_flux_int_err,Radio_maj_axis,Radio_min_axis,Radio_pos_angle,Radio_maj_axis_err,Radio_min_axis_err,Radio_rms_fit_gauss,Radio_survey,Radio_I_measurementType,Radio_V_measurementType,Radio_V_flux_peak,Radio_V_flux_peak_err,Radio_V_flux_int,Radio_V_flux_int_err,Radio_telescope,Radio_local_V_RMS,Radio_local_I_RMS,Radio_I_flux_int_mean,Radio_I_flux_int_median,Radio_I_flux_int_max,Radio_I_flux_int_min,Radio_I_flux_int_std,Radio_I_flux_int_mad,Radio_I_flux_int_max_err,Radio_I_flux_int_min_err,MainType,OType,parallax,parallax_error,parallax_over_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,Distance_pc,G,Radio_luminosity_ergsHz_max,Xray_luminosity_ergs_max,Radio_luminosity_ergsHz_min,Xray_luminosity_ergs_min,Radio_luminosity_ergsHz_median,Xray_luminosity_ergs_median,Radio_luminosity_ergsHz_mean,Xray_luminosity_ergs_mean
HD 321269,Gaia DR3 4039144234808290304,TYC 7399-863-1,2MASS J18055644-3438297,None,None,None,GaiaDR3,Gaia DR3 4039144234808290304,J2016.0,271.4851107902543,1.8323395e-05,-34.641759668459486,1.5528762999999998e-05,4.598202399876091,0.018488646,-18.59820586739814,0.021121237,-27.81680381249648,0.01554712,StokesV,,,SB48853_component_2797a,48853,60009.91498842592,60009.91498842592,717.0000003883615,271.48512,-34.6423,,,887.49,3.601999998092652,,4.245999813079834,,,,,,,,VAST 26,Detection,Detection,2.7515220642089844,,2.792371988296509,,ASKAP,,,4.245999813079834,4.245999813079834,4.245999813079834,4.245999813079834,0.0,0.0,4.245999813079834,4.245999813079834,RotV*,RotV*,4.598202399876091,0.018488646,248.70412,9.595449,10.04299,8.965614,1.0773754,0.44754028,0.6298351,217.4762903057393,2.9083894188493336,2.4027841454788512e+17,5.622601728745264e+31,2.4027841454788512e+17,5.622601728745264e+31,2.4027841454788512e+17,5.622601728745264e+31,2.4027841454788512e+17,5.622601728745264e+31
HD 321857,Gaia DR3 5969465746382705792,TYC 7858-830-1,2MASS J16395929-3924592,None,None,None,GaiaDR3,Gaia DR3 5969465746382705792,J2016.0,249.99694580994827,0.00013583274,-39.416560105231405,7.512745e-05,5.996485694585579,0.15378311,-13.591587282806591,0.21750662,-21.750475815032257,0.17092758,StokesV,,,SB46050_component_4219a,46050,59921.11304398148,59921.11304398148,727.0000002114102,249.997206,-39.415893,,,887.49,1.5640000104904177,,1.7510000467300415,,,,,,,,VAST 23b,Detection,Detection,1.1491400003433228,,1.257707953453064,,ASKAP,,,1.0415000170469284,1.0415000170469284,1.7510000467300415,0.3319999873638153,0.7095000296831131,0.4785512138696298,1.7510000467300415,0.3319999873638153,YSO,YSO,5.996485694585579,0.15378311,38.993134,10.326369,10.553389,9.477789,1.0755997,0.22701931,0.84858036,166.76434347253294,4.215853009753538,5.826443082158452e+16,1.9838214401438141e+31,1.1047281427918922e+16,5.841324547510722e+30,3.4655856124751724e+16,1.3539432600588875e+31,3.4655856124751724e+16,1.3539432600588875e+31
Haro 1-6,Gaia DR3 6049142032584969088,None,2MASS J16260302-2423360,V* V2246 Oph,None,None,GaiaDR3,Gaia DR3 6049142032584969088,J2016.0,246.51251867033312,2.6002498343586902e-05,-24.39350624503321,1.40761844813823e-05,7.34389825154566,0.0307713821530342,-19.79777142401077,0.0447001829743385,-27.1463346199965,0.0325010195374488,StokesV,,,SB21506_component_385a,21506,59232.053090277775,59232.053090277775,905.9999999357389,246.51237,-24.393506,,,1367.49,11.989999771118164,,12.270999908447266,,,,,,,,RACS Mid,Detection,Detection,0.9379460215568542,,0.9798169732093812,,ASKAP,,,12.270999908447266,12.270999908447266,12.270999908447266,12.270999908447266,0.0,0.0,12.270999908447266,12.270999908447266,OrionV*,OrionV*,7.34389825154566,0.0307713821530342,238.66001892089844,12.218520164489746,14.110107421875,10.885626792907717,3.224480628967285,1.891587257385254,1.3328933715820312,136.1674638928353,6.548153420285215,2.7223101663326778e+17,6.163211372959771e+31,2.7223101663326778e+17,6.163211372959771e+31,2.7223101663326778e+17,6.163211372959771e+31,2.7223101663326778e+17,6.163211372959771e+31
L  327-22,Gaia DR3 6131349562059299712,None,2MASS J12233860-4606203,None,None,UCAC4 220-064789,GaiaDR3,Gaia DR3 6131349562059299712,J2016.0,185.9092860303274,1.61696076393127e-05,-46.1056960870971,1.03322938084602e-05,43.79235599149152,0.0220908280462026,-232.63651798252192,0.0185000970959663,-12.60390966444711,0.014218820258975,StokesV,,,SB36394_component_2463a,36394,59602.86142476852,59602.871907962966,905.748,185.908807,-46.106106,,,1655.49,0.8629999756813049,,0.8539999723434448,,,,,,,,RACS High,Detection,Detection,0.6595839858055115,,0.7964529991149902,,ASKAP,,,0.8539999723434448,0.8539999723434448,0.8539999723434448,0.8539999723434448,0.0,0.0,0.8539999723434448,0.8539999723434448,Low-Mass*,Low-Mass*,43.79235599149152,0.0220908280462026,1982.3773193359373,12.425028800964355,13.979580879211426,11.205089569091797,2.774491310119629,1.5545520782470703,1.2199392318725586,22.835035415639464,10.632020353435625,532809782657793.25,6.285819479426208e+29,532809782657793.25,6.285819479426208e+29,532809782657793.25,6.285819479426208e+29,532809782657793.25,6.285819479426208e+29
L  788-34,Gaia DR3 2595284016771502080,None,2MASS J22230696-1736250,None,None,UCAC4 362-201027,GaiaDR3,Gaia DR3 2595284016771502080,J2016.0,335.78059284429975,3.7086185067892e-05,-17.610507570693272,3.57631035149097e-05,138.2280013262178,0.0481679439544677,308.71178080407003,0.0446760319173336,-718.3872158061436,0.0395374298095703,StokesV,,,SB36105_component_186a,36105,59598.312248842594,59598.32261684028,895.795,335.780917,-17.61174,,,1655.49,14.234999656677246,,14.699000358581545,,,,,,,,RACS High,Detection,Detection,12.716811180114746,,13.602296829223633,,ASKAP,,,14.699000358581545,14.699000358581545,14.699000358581545,14.699000358581545,0.0,0.0,14.699000358581545,14.699000358581545,Eruptive*,Eruptive*,138.2280013262178,0.0481679439544677,2869.70947265625,11.55070686340332,13.531299591064451,10.227819442749023,3.3034801483154297,1.9805927276611328,1.3228874206542969,7.234424215105316,12.253687005860835,920463767649285.9,9.396066925131744e+29,920463767649285.9,9.396066925131744e+29,920463767649285.9,9.396066925131744e+29,920463767649285.9,9.396066925131744e+29
LEHPM 2-783,Gaia DR3 6468337884421010048,None,2MASS J20194981-5816431,None,None,None,GaiaDR3,Gaia DR3 6468337884421010048,J2016.0,304.9573471563971,3.56947779655456e-05,-58.28012185634601,3.76032665371894e-05,61.16043046016714,0.0543464347720146,-23.67542469872245,0.0402189306914806,-341.06172345609787,0.0458428300917148,StokesV,,,SB9673_VAST_2007-56A_component_3334a,9673,58723.41767361111,58723.41767361111,21050.9999999078,304.957521,-58.280524,,,887.49,2.431999921798706,,2.552999973297119,,,,,,,,VAST P-1,Detection,Detection,1.961490035057068,,2.3338100910186768,,ASKAP,,,1.7973333244323728,2.552999973297119,2.614,0.225,1.112086421448398,0.04114395433891862,2.614,0.225,HighPM*,HighPM*,61.16043046016714,0.0543464347720146,1125.3807373046875,14.590709686279297,17.470048904418945,13.123483657836914,4.346565246582031,2.8793392181396484,1.4672260284423828,16.35044084019789,13.523062353320913,836133205323422.4,8.755105336900271e+29,71970149654846.98,1.4423898289791957e+29,816621289542284.6,8.604410100485865e+29,574908214840184.6,6.647310515138927e+29
LP  169-22,Gaia DR3 788357434914248448,None,2MASS J11193058+4641437,None,None,None,GaiaDR3,Gaia DR3 788357434914248448,J2016.0,169.87953937654436,4.1199829429388e-05,46.69261027622741,5.2739892154932e-05,95.5222210669127,0.0782855227589607,308.0538785977355,0.0533361099660396,-608.6109383564647,0.0623729676008224,StokesV,,,ILTJ111930.98+464134.7,P9Hetdex01,56816.0,,,169.87910115057474,46.69298600942898,0.9060849176693904,0.6885091644499092,144.0,,,0.92276394,0.39494759,,,,,,,VLoTSS,Detection,Detection,,,-0.55618948,0.11350514,LOFAR,0.115809023,0.178474203,0.92276394,0.92276394,0.92276394,0.92276394,0.0,0.0,0.92276394,0.92276394,HighPM*,HighPM*,95.5222210669127,0.0782855227589607,1220.17724609375,13.6582612991333,16.068647384643555,12.25399398803711,3.814653396606445,2.410386085510254,1.4042673110961914,10.468768301561019,13.558783359364718,121002054722637.98,2.113463079735726e+29,121002054722637.98,2.113463079735726e+29,121002054722637.98,2.113463079735726e+29,121002054722637.98,2.113463079735726e+29
LP  205-44,Gaia DR3 958297608506090880,None,2MASS J06315073+4129458,None,None,UCAC4 658-045026,GaiaDR3,Gaia DR3 958297608506090880,J2016.0,97.96137373098968,2.278152e-05,41.49504191408512,2.1723004e-05,35.9073036621287,0.025183154,-5.970226835856936,0.02618655,-208.57955799026672,0.021777533,StokesV,,,SB34835_component_1459a,34835,59575.71943055555,59575.72979855324,895.795,97.961509,41.49404,,,1655.49,1.6959999799728394,,1.4989999532699585,,,,,,,,RACS High,Detection,Detection,1.12438702583313,,1.1526620388031006,,ASKAP,,,1.4989999532699585,1.4989999532699585,1.4989999532699585,1.4989999532699585,0.0,0.0,1.4989999532699585,1.4989999532699585,Eruptive*,Eruptive*,35.9073036621287,0.025183154,1425.8462,13.038505,15.042642,11.714754,3.3278875,2.004137,1.3237505,27.84948737475647,10.814418972354945,1391063594444588.5,1.272957661947877e+30,1391063594444588.5,1.272957661947877e+30,1391063594444588.5,1.272957661947877e+30,1391063594444588.5,1.272957661947877e+30
LP  212-62,Gaia DR3 806039471675754112,None,2MASS J10235185+4353332,None,None,None,GaiaDR3,Gaia DR3 806039471675754112,J2016.0,155.96718909727664,1.8252125009894303e-05,43.89255256709573,2.41210982203483e-05,54.97447271160576,0.0314623787999153,178.67459228566983,0.0218817498534917,3.951649256080772,0.0310736186802387,StokesV,,,ILTJ102352.11+435333.2,P156+42,57232.0,,,155.96714557683282,43.892588253255646,0.0546540344865899,0.0505072540955887,144.0,,,9.17723942,0.28127944,,,,,,,VLoTSS,Detection,Detection,,,-6.86171627,0.132167488,LOFAR,0.133960694,0.138085529,9.17723942,9.17723942,9.17723942,9.17723942,0.0,0.0,9.17723942,9.17723942,HighPM*,HighPM*,54.97447271160576,0.0314623787999153,1747.30810546875,13.453432083129885,15.517199516296388,12.117122650146484,3.4000768661499023,2.063767433166504,1.3363094329833984,18.19026087336874,12.154237445687095,3633296758335064.5,2.5786814702124276e+30,3633296758335064.5,2.5786814702124276e+30,3633296758335064.5,2.5786814702124276e+30,3633296758335064.5,2.5786814702124276e+30
LP  259-39,Gaia DR3 715022826840557056,None,2MASS J09034175+3448226,None,None,None,GaiaDR3,Gaia DR3 715022826840557056,J2016.0,135.92480496666136,3.19444611668586e-05,34.805175057259135,2.2508043795824e-05,27.094531420962387,0.0441554076969623,133.54805350747674,0.0467542707920074,-218.1253305293341,0.0420030318200588,StokesV,,,ILTJ090342.04+344818.8,P135+34,58280.0,,,135.92513181340863,34.805206599388704,0.623554701418474,0.4127917139937385,144.0,,,0.54102689,0.16302197,,,,,,,VLoTSS,Detection,Detection,,,-0.38420364,0.057630554,LOFAR,0.095916122,0.09650667,0.54102689,0.54102689,0.54102689,0.54102689,0.0,0.0,0.54102689,0.54102689,HighPM*,HighPM*,27.094531420962387,0.0441554076969623,613.6174926757812,15.239304542541504,17.18102264404297,13.934281349182127,3.24674129486084,1.9417181015014648,1.305023193359375,36.90781672741253,12.403712765666638,881792734332491.4,9.10416427162407e+29,881792734332491.4,9.10416427162407e+29,881792734332491.4,9.10416427162407e+29,881792734332491.4,9.10416427162407e+29
LP  325-68,Gaia DR3 1279558241667996160,None,2MASS J14371850+2652595,None,None,None,GaiaDR3,Gaia DR3 1279558241667996160,J2016.0,219.32590456224003,1.6209544613957403e-05,26.883559681983275,1.7992187291383703e-05,27.36705268211465,0.0240430776029825,-227.8019968308484,0.0220544300973415,83.79736276121268,0.0227203648537397,StokesV,,,SB8276_component_3601a,8539,58594.4203125,58594.4203125,11027.999999863096,219.325325,26.883575,,,887.49,3.004,,4.167,,,,,,,,RACS Low,Detection,Detection,1.639,,2.29,,ASKAP,,,4.167,4.167,4.167,4.167,0.0,0.0,4.167,4.167,HighPM*,HighPM*,27.36705268211465,0.0240430776029825,1138.2508544921875,14.178182601928713,15.98006820678711,12.902581214904783,3.077486991882324,1.8018856048583984,1.2756013870239258,36.54028848541428,11.364322743013474,6656997571047105.0,4.024978161143777e+30,6656997571047105.0,4.024978161143777e+30,6656997571047105.0,4.024978161143777e+30,6656997571047105.0,4.024978161143777e+30
LP  532-81 C,Gaia DR3 9178383766474496,None,None,None,None,None,GaiaDR3,Gaia DR3 9178383766474496,J2016.0,51.42515428604668,2.76927202939987e-05,5.863377050501083,2.11614128202199e-05,39.77317495609276,0.0298294648528099,-181.7580448580192,0.0333108678460121,-166.17303245029117,0.0277664754539728,StokesV,,,SB21392_component_2076a,21392,59230.46925925926,59230.46925925926,895.9999994840473,51.424564,5.862816,,,1367.49,1.5670000314712524,,1.3880000114440918,,,,,,,,RACS Mid,Detection,Detection,1.0549639463424685,,1.148440957069397,,ASKAP,,,1.3880000114440918,1.3880000114440918,1.3880000114440918,1.3880000114440918,0.0,0.0,1.3880000114440918,1.3880000114440918,HighPM*,HighPM*,39.77317495609276,0.0298294648528099,1333.3519287109375,13.900985717773438,15.729730606079102,12.562042236328123,3.167688369750977,1.828744888305664,1.3389434814453125,25.142574137064518,11.898937020814332,1049832233408342.4,1.0350018000547673e+30,1049832233408342.4,1.0350018000547673e+30,1049832233408342.4,1.0350018000547673e+30,1049832233408342.4,1.0350018000547673e+30
LP  610-59,Gaia DR3 3805812959558176640,None,2MASS J10433780-0048108,None,None,None,GaiaDR3,Gaia DR3 3805812959558176640,J2016.0,160.90664670736248,4.6562142670154505e-05,-0.8029156417481359,4.13017496466636e-05,19.7392102484058,0.0520605891942977,-185.23417081205272,0.0563399270176887,14.317826123291823,0.0522728972136974,StokesV,,,SB11401_component_3946a,11401,58865.75033564815,58865.75033564815,716.0000001545995,160.906451,-0.802517,,,887.49,2.052000045776367,,2.358999967575073,,,,,,,,VAST P-8,Detection,Detection,1.5588109493255615,,1.611143946647644,,ASKAP,,,2.276499983787536,2.276499983787536,2.358999967575073,2.194,0.08249998378753642,0.055645476721662236,2.358999967575073,2.194,HighPM*,HighPM*,19.7392102484058,0.0520605891942977,379.1584167480469,15.770034790039062,17.704065322875977,14.467409133911133,3.236656188964844,1.934030532836914,1.3026256561279297,50.66058810943376,12.246683654396962,7244015045264599.0,4.2830142307042046e+30,6737333288583327.0,4.0606367532495757e+30,6990674166923962.0,4.1723589312330254e+30,6990674166923962.0,4.1723589312330254e+30
LP  755-19,Gaia DR3 6904064446906104832,None,2MASS J20284361-1128307,None,None,UCAC4 393-127129,GaiaDR3,Gaia DR3 6904064446906104832,J2016.0,307.18249263835963,2.52522733062505e-05,-11.47567172417696,1.79879330098629e-05,54.55243075275119,0.0322657525539398,159.09729987615145,0.0315166376531124,-96.97529726069284,0.0229823794215917,StokesV,,,SB20450_component_1865a,20450,59211.28417824074,59211.28417824074,894.9999998789281,307.182548,-11.475707,,,1367.49,1.6169999837875366,,2.450000047683716,,,,,,,,RACS Mid,Detection,Detection,1.38531494140625,,1.8747889995574951,,ASKAP,,,2.263031908032911,2.263031908032911,2.450000047683716,2.0760637683821064,0.18696813965080472,0.1261082825109974,2.450000047683716,2.0760637683821064,Low-Mass*,Low-Mass*,54.55243075275119,0.0322657525539398,1690.722412109375,11.218073844909668,12.695791244506836,10.026575088500977,2.66921615600586,1.477717399597168,1.1914987564086914,18.330988852399905,9.902144378375395,985028585508736.6,9.87631040008271e+29,834686578528328.9,8.743964879781826e+29,909857582018532.8,9.316336372938502e+29,909857582018532.8,9.316336372938502e+29
LP  771-50,Gaia DR3 5153710173923632000,None,2MASS J02562700-1627365,None,None,None,GaiaDR3,Gaia DR3 5153710173923632000,J2016.0,44.11356805043994,0.000216916501522,-16.460420604493848,0.000237674370408,33.661516959775454,0.2929643988609314,209.28795861464675,0.3237856030464172,-55.16124011249311,0.3219371140003204,StokesV,,,SB8276_component_5371a,8539,58594.4203125,58594.4203125,11027.999999863096,44.113283,-16.460704,,,887.49,1.66,,2.0,,,,,,,,RACS Low,Detection,Detection,1.665,,1.944,,ASKAP,,,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,HighPM*,HighPM*,33.661516959775454,0.2929643988609314,114.8996810913086,15.23714542388916,17.437170028686523,13.875781059265137,3.5613889694213867,2.200024604797364,1.3613643646240234,29.707514405692745,12.872813841924032,2111901131712793.5,1.7303834008928578e+30,2111901131712793.5,1.7303834008928578e+30,2111901131712793.5,1.7303834008928578e+30,2111901131712793.5,1.7303834008928578e+30
LP  870-65,Gaia DR3 6851779920225659136,None,2MASS J20043077-2342018,None,None,UCAC4 332-204049,GaiaDR3,Gaia DR3 6851779920225659136,J2016.0,301.1288564266629,3.6017377e-05,-23.70213617627802,2.42457e-05,54.7917635000728,0.043941073,119.33963501186894,0.040558632,-339.14562275420235,0.026873354,StokesV,,,SB20408_component_1499a,20408,59210.285046296296,59210.285046296296,905.9999999357389,301.128905,-23.702699,,,1367.49,2.388000011444092,,2.447999954223633,,,,,,,,RACS Mid,Detection,Detection,0.839290976524353,,0.7338079810142517,,ASKAP,,,2.4211195528352505,2.4211195528352505,2.447999954223633,2.394239151446868,0.026880401388382325,0.01813058234748572,2.447999954223633,2.394239151446868,HighPM*,HighPM*,54.7917635000728,0.043941073,1246.9374,11.580648,13.272951,10.323482,2.9494696,1.6923027,1.2571669,18.250918315463075,10.274224393214363,975644953542380.1,9.80704323901015e+29,954218704805307.5,9.648215695727179e+29,964931829173843.9,9.727746164108895e+29,964931829173843.9,9.727746164108895e+29
LSPM J1024+3902E,Gaia DR3 755921425282888960,None,2MASS J10241364+3902333,None,None,UCAC4 646-048776,GaiaDR3,Gaia DR3 755921425282888960,J2016.0,156.05627287421845,2.00168676674366e-05,39.04305749509101,1.6235906630754402e-05,55.86449381120608,0.0258603189140558,-92.27402515268663,0.0269106812775135,100.8401745260623,0.0216629169881343,StokesV,,,ILTJ102413.54+390235.0,P154+40,57211.0,,,156.0564,39.043076,0.512038152,0.61905186,144.0,,,0.9666574,0.15916161,,,,,,,VLoTSS,Detection,Detection,,,-0.78992754,0.1168442,LOFAR,0.172034964,0.174303785,0.9666574,0.9666574,0.9666574,0.9666574,0.0,0.0,0.9666574,0.9666574,HighPM*,HighPM*,55.86449381120608,0.0258603189140558,2160.239990234375,12.418684005737305,14.088665008544922,11.172995567321776,2.9156694412231445,1.6699810028076172,1.2456884384155271,17.90045754964678,11.154363345601201,370605447289690.25,4.813213719254464e+29,370605447289690.25,4.813213719254464e+29,370605447289690.25,4.813213719254464e+29,370605447289690.25,4.813213719254464e+29
LSPM J1619+0140,Gaia DR3 4408913744737288320,None,2MASS J16191111+0140411,None,None,UCAC4 459-057906,GaiaDR3,Gaia DR3 4408913744737288320,J2016.0,244.79571590214417,2.4000551551580403e-05,1.6780196174044082,1.43610220402479e-05,44.896495870042166,0.0330735556781291,-150.38956306433812,0.0337403938174247,-12.993923145688544,0.0189860686659812,StokesV,,,SB33363_component_1614a,33363,59526.26399305555,59526.26399305555,906.0000005643816,244.795349,1.677704,,,1367.49,2.1080000400543213,,2.1589999198913574,,,,,,,,RACS Mid,Detection,Detection,1.3749710321426392,,1.2301779985427856,,ASKAP,,,3.3774749100852977,2.1589999198913574,6.381,1.592424810364536,2.13637138828032,0.38214967592528093,6.381,1.592424810364536,HighPM*,HighPM*,44.896495870042166,0.0330735556781291,1357.47412109375,12.919339179992676,14.611562728881836,11.664665222167969,2.946897506713867,1.6922235488891602,1.254673957824707,22.273453208789604,11.180401410210683,3787693311091476.5,2.658810334069343e+30,945246325440192.2,9.581425903758925e+29,1281559247017635.0,1.1984816493245821e+30,2004832961183101.2,1.665436520085501e+30
NAME Proxima Centauri,Gaia DR3 5853498713190525696,None,2MASS J14294291-6240465,V* V645 Cen,HIP 70890,None,GaiaDR3,Gaia DR3 5853498713190525696,J2016.0,217.39232147200883,2.399920299649229e-05,-62.67607511676666,3.44361811876297e-05,768.0665391873573,0.0498729050159454,-3781.741008265163,0.0313860774040222,769.4650146478623,0.0505245327949523,StokesV,,,SB47236_component_1177a,47236,59964.86481481481,59964.86481481481,725.9999999776483,217.376974,-62.675131,,,887.49,10.597999572753906,,11.234000205993652,,,,,,,,VAST 23e,Detection,Detection,10.55343246459961,,11.467655181884766,,ASKAP,,,8.328333318074543,9.71399974822998,11.234000205993652,4.037,3.097230653666051,1.0252262631617914,11.234000205993652,4.037,Eruptive*,Eruptive*,768.0665391873573,0.0498729050159454,15400.4765625,8.984748840332031,11.37311553955078,7.568535327911377,3.804580211639404,2.38836669921875,1.4162135124206543,1.3019705311704333,13.411743067769109,22784929596905.8,6.191555536707493e+28,8187890252452.849,2.91728877698158e+28,19702047027709.11,5.563857438832497e+28,16891622292355.92,4.968541738286533e+28
None,Gaia DR3 1259198997173292672,None,None,None,None,None,GaiaDR3,Gaia DR3 1259198997173292672,J2016.0,213.67983141008725,1.47179067134857e-05,26.27769358169303,1.6079584136605202e-05,21.403795110484225,0.0226224120706319,55.61061640840964,0.022875951603055,-3.9754260337380463,0.0209531616419553,StokesV,,,SB8276_component_3612a,8539,58594.4203125,58594.4203125,11027.999999863096,213.679852,26.277903,,,887.49,2.976,,3.56,,,,,,,,RACS Low,Detection,Detection,1.729,,1.703,,ASKAP,,,3.56,3.56,3.56,3.56,0.0,0.0,3.56,3.56,None,None,21.403795110484225,0.0226224120706319,946.1322631835938,14.45748519897461,16.15947723388672,13.20848560333252,2.950991630554199,1.7019920349121094,1.2489995956420898,46.72068644079711,11.109939123994387,9297782495181176.0,5.145829925337787e+30,9297782495181176.0,5.145829925337787e+30,9297782495181176.0,5.145829925337787e+30,9297782495181176.0,5.145829925337787e+30
None,Gaia DR3 1374013506039957248,None,None,None,None,None,GaiaDR3,Gaia DR3 1374013506039957248,J2016.0,232.81930490182555,6.93739652633667e-05,34.690797540477895,8.25031995773315e-05,20.28015624528277,0.101014569401741,-99.5801692318264,0.0906988978385925,37.81468589695659,0.1175805032253265,StokesV,,,SB34856_component_1675a,34856,59576.09048958333,59576.10097277778,905.748,232.819128,34.690828,,,1655.49,1.3730000257492063,,2.025000095367432,,,,,,,,RACS High,Detection,Detection,0.9995750188827516,,1.0817539691925049,,ASKAP,,,2.025000095367432,2.025000095367432,2.025000095367432,2.025000095367432,0.0,0.0,2.025000095367432,2.025000095367432,None,None,20.28015624528277,0.101014569401741,200.76467895507807,13.852476119995115,15.60058879852295,12.555115699768066,3.045473098754883,1.748112678527832,1.2973604202270508,49.309284795702844,10.38783260313463,5891059500812617.0,3.6790055920249255e+30,5891059500812617.0,3.6790055920249255e+30,5891059500812617.0,3.6790055920249255e+30,5891059500812617.0,3.6790055920249255e+30
None,Gaia DR3 1846427022035230592,None,None,None,None,None,GaiaDR3,Gaia DR3 1846427022035230592,J2016.0,314.55224665087013,4.03951704502105e-05,29.345748804235644,5.34795299172401e-05,1.5000134015758495,0.074002668261528,-23.524985638394,0.0612425617873668,-44.55241939792187,0.0706819519400596,StokesV,,,SB34704_component_1307a,34704,59573.32659375,59573.337076944445,905.748,314.552244,29.345486,,,1655.49,1.741000056266785,,1.838000059127808,,,,,,,,RACS High,Detection,Detection,1.1268600225448608,,1.201097011566162,,ASKAP,,,1.838000059127808,1.838000059127808,1.838000059127808,1.838000059127808,0.0,0.0,1.838000059127808,1.838000059127808,None,None,1.5000134015758495,0.074002668261528,20.26972007751465,17.286388397216797,17.531496047973633,16.74411392211914,0.7873821258544922,0.2451076507568359,0.5422744750976562,666.6607104639485,8.166864093176672,9.773861871681582e+17,1.5775744023483581e+32,9.773861871681582e+17,1.5775744023483581e+32,9.773861871681582e+17,1.5775744023483581e+32,9.773861871681582e+17,1.5775744023483581e+32
None,Gaia DR3 2505549337686811392,None,None,None,None,None,GaiaDR3,Gaia DR3 2505549337686811392,J2016.0,25.99181068293588,1.6279321163892702e-05,-1.8250824240363064,1.28076504915952e-05,24.80487437770559,0.0189612098038196,60.35214835960827,0.0270487908273935,3.77048156794531,0.0156224397942423,StokesV,,,SB11447_component_4615a,11447,58866.396145833336,58866.396145833336,725.9999999776483,25.991757,-1.824647,,,887.49,1.4429999589920044,,1.2450000047683716,,,,,,,,VAST P-8,Detection,Detection,1.2137019634246826,,1.043512940406799,,ASKAP,,,1.2390000023841858,1.2390000023841858,1.2450000047683716,1.233,0.006000002384185743,0.0040469461649708235,1.2450000047683716,1.233,None,None,24.80487437770559,0.0189612098038196,1308.1904296875,13.911505699157717,15.52097988128662,12.688560485839844,2.8324193954467773,1.6094741821289062,1.222945213317871,40.314656900612704,10.884190858798942,2421063853302781.0,1.9132393161810354e+30,2397728288906883.5,1.8996624859541685e+30,2409396071104832.0,1.9064552520163374e+30,2409396071104832.0,1.9064552520163374e+30
None,Gaia DR3 2627793452779850880,None,None,None,None,None,GaiaDR3,Gaia DR3 2627793452779850880,J2016.0,334.449495737832,3.4936863929033204e-05,-3.010884634571222,3.26536856591701e-05,6.558811414746982,0.0396724268794059,21.456201064760496,0.0471474304795265,-9.81547488105905,0.03813286870718,StokesV,,,15634_component_3607a,15634,59089.617418981485,59089.617418981485,726.9999995827675,334.449538,-3.010839,,,887.49,3.062007,,4.227653,,,,,,,,VAST P-13,Detection,Detection,2.420723,,2.526891,,ASKAP,,,5.283826576293945,5.283826576293945,6.340000152587891,4.227653,1.0561735762939453,0.7123793176136148,6.340000152587891,4.227653,None,None,6.558811414746982,0.0396724268794059,165.3241729736328,15.342026710510254,16.664854049682617,14.209550857543944,2.455303192138672,1.3228273391723633,1.1324758529663086,152.4666493309408,9.426152429655131,1.763396340328886e+17,4.4785730067706205e+31,1.175871868920604e+17,3.3245685681592784e+31,1.469634104624745e+17,3.916949362910104e+31,1.469634104624745e+17,3.916949362910104e+31
None,Gaia DR3 2683284086646297984,None,None,None,None,None,GaiaDR3,Gaia DR3 2683284086646297984,J2016.0,331.075479789535,2.85267792642116e-05,2.6053914243927947,3.9661068469285904e-05,25.488697618307764,0.0288811158388853,137.2391804592894,0.0364277437329292,23.383053466977223,0.0486149452626705,StokesV,,,SB51033_component_3655a,51033,60127.80268518518,60127.80268518518,725.9999999776483,331.075979,2.605713,,,887.49,1.9539999961853027,,2.443000078201294,,,,,,,,VAST 39,Detection,Detection,1.3054360151290894,,1.1741989850997925,,ASKAP,,,2.443000078201294,2.443000078201294,2.443000078201294,2.443000078201294,0.0,0.0,2.443000078201294,2.443000078201294,None,None,25.488697618307764,0.0288811158388853,882.5385131835938,12.212881088256836,13.467713356018066,11.0648775100708,2.4028358459472656,1.2548322677612305,1.1480035781860352,39.23307557627935,9.244619313929471,4499239844646495.5,3.017596282850034e+30,4499239844646495.5,3.017596282850034e+30,4499239844646495.5,3.017596282850034e+30,4499239844646495.5,3.017596282850034e+30
