Simbad_ID,GaiaDR3_ID,TYCHO_ID,2MASS_ID,GCVS_ID,HIP_ID,UCAC4_ID,Archival_Survey,Archival_ID,Archival_epoch,Archival_ra,Archival_ra_err,Archival_dec,Archival_dec_err,Archival_parallax,Archival_parallax_err,Archival_pmra,Archival_pmra_err,Archival_pmdec,Archival_pmdec_err,Search_method,Crossmatch_radius_arcsec,Radio_optical_sep_arcsec,Radio_component_id,Radio_SBID,Radio_starttime_mjd,Radio_endtime_mjd,Radio_exptime_s,Radio_ra,Radio_dec,Radio_ra_err,Radio_dec_err,Radio_freq_MHz,Radio_I_flux_peak,Radio_I_flux_peak_err,Radio_I_flux_int,Radio_I_flux_int_err,Radio_maj_axis,Radio_min_axis,Radio_pos_angle,Radio_maj_axis_err,Radio_min_axis_err,Radio_rms_fit_gauss,Radio_survey,Radio_I_measurementType,Radio_V_measurementType,Radio_V_flux_peak,Radio_V_flux_peak_err,Radio_V_flux_int,Radio_V_flux_int_err,Radio_telescope,Radio_local_V_RMS,Radio_local_I_RMS,Radio_I_flux_int_mean,Radio_I_flux_int_median,Radio_I_flux_int_max,Radio_I_flux_int_min,Radio_I_flux_int_std,Radio_I_flux_int_mad,Radio_I_flux_int_max_err,Radio_I_flux_int_min_err,MainType,OType,parallax,parallax_error,parallax_over_error,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,Distance_pc,G,Radio_luminosity_ergsHz_max,Xray_luminosity_ergs_max,Radio_luminosity_ergsHz_min,Xray_luminosity_ergs_min,Radio_luminosity_ergsHz_median,Xray_luminosity_ergs_median,Radio_luminosity_ergsHz_mean,Xray_luminosity_ergs_mean
HD 182346,Gaia DR3 6772298492399894656,TYC 6876-1389-1,2MASS J19250621-2302305,None,HIP 95457,None,GaiaDR3,Gaia DR3 6772298492399894656,J2016.0,291.275961079988,0.0001023047864437,-23.041972517104377,9.24994945526123e-05,20.97994770176455,0.1134219989180564,26.826393261242963,0.1211821362376213,-5.260256886313915,0.1093900501728057,ROSAT_Stellar,3.9,1.7537478929027843,SB51766_component_2903a,51766,60155.51150462963,60155.84501157407,28814.99999994412,291.276349,-23.042367,0.1299999952316284,0.1099999994039535,1367.5,0.8569999933242798,0.0280000008642673,0.8949999809265137,0.050000000745058,9.220000267028809,7.949999809265137,106.37999725341795,0.3100000023841858,0.2599999904632568,306.2130126953125,TotalCat_TimeBin8,Detection,NoMeasurement,,,,,ASKAP,,,0.8949999809265137,0.8949999809265137,0.8949999809265137,0.8949999809265137,0.0,0.0,0.8949999809265137,0.8949999809265137,Star,Star,20.97994770176455,0.1134219989180564,184.97247314453125,7.469293594360352,7.726081848144531,6.990711212158203,0.7353706359863281,0.2567882537841797,0.4785823822021484,47.66456114263303,4.078315600668215,2432905151586862.0,1.9201154262641184e+30,2432905151586862.0,1.9201154262641184e+30,2432905151586862.0,1.9201154262641184e+30,2432905151586862.0,1.9201154262641184e+30
HD 182928,Gaia DR3 6744215934631292160,TYC 7432-1663-1,2MASS J19283203-3507587,None,HIP 95753,None,GaiaDR3,Gaia DR3 6744215934631292160,J2016.0,292.1333096784772,1.3348017e-05,-35.13307987885469,1.2707247e-05,5.087038918622694,0.015664995,-15.45747083263785,0.01629222,-14.72730879342796,0.014618087,ROSAT_Stellar,3.5,0.94251082923904,SB37193_component_1307a,37193,59616.130465277776,59616.14094847777,905.748479,292.133155,-35.132863,0.26,0.26,1655.5,1.897,0.144,2.219,0.277,8.88,6.86,134.39,0.69,0.51,167.513,RACS-HIGH,Detection,NoMeasurement,,,,,ASKAP,,,1.6729999871253969,1.6729999871253969,2.219,1.1269999742507937,0.5460000128746031,0.3682719633580218,2.219,1.1269999742507937,RotV*,RotV*,5.087038918622694,0.015664995,324.73926,9.373202,9.852936,8.707138,1.1457977,0.47973347,0.66606426,196.5780124738554,2.905527301168787,1.0259782076839984e+17,3.00739037913592e+31,5.210804027227317e+16,1.8274340834754314e+31,7.735293052033651e+16,2.4434171971876047e+31,7.735293052033651e+16,2.4434171971876047e+31
HD 185510,Gaia DR3 4208938315090181248,TYC 5157-2450-1,2MASS J19393881-0603494,V* V1379 Aql,HIP 96714,None,GaiaDR3,Gaia DR3 4208938315090181248,J2016.0,294.9118557189863,1.96882896125316e-05,-6.063862831475821,1.7167015001177702e-05,5.599757156401493,0.0245543122291564,24.85713499118107,0.0243358016014099,-27.866083908398707,0.0196707639843225,ROSAT_Stellar,3.2,0.7357089814622751,RACS_1942-04_2313,21442,59231.19844267107,59231.20892587108,905.7484803479,294.91173307343854,-6.063770810097697,6.444835448562613e-05,4.461318235657788e-05,1367.5,3.422649214455022,0.2619613359105202,3.211688116143844,0.3341173970588924,10.528470926533448,8.260237364838098,70.2802960877088,0.567208477205791,0.3462100787028088,0.1672056969255209,RACS-MID,Detection,NoMeasurement,,,,,ASKAP,,,2.3848960183695627,2.513999938964844,3.211688116143844,1.429,0.7334826044721744,0.4705842285033049,3.211688116143844,1.429,RSCVnV*,RSCVnV*,5.599757156401493,0.0245543122291564,228.0559539794922,7.799276828765869,8.419876098632812,7.028901100158691,1.390974998474121,0.6205992698669434,0.7703757286071777,178.579172644447,1.5401227960097126,1.2254791659254058e+17,3.427132003729978e+31,5.452614527870216e+16,1.8894136829368172e+31,9.592633023278198e+16,2.862325323874422e+31,9.100013070134155e+16,2.753492103597412e+31
HD 186565,Gaia DR3 6442006951757521664,TYC 9089-1462-1,2MASS J19485340-6207527,None,None,None,GaiaDR3,Gaia DR3 6442006951757521664,J2016.0,297.2223439240125,7.7807903e-06,-62.13131275522047,9.843323e-06,2.887290331699337,0.013022501,-18.96781545808585,0.012148127,-3.9152836509111046,0.012425173,XMM_Stellar,4.0,1.0705632698934446,RACS_1953-60_2548,20511,59213.19868459109,59213.20916779109,905.7484803479,297.22227611147684,-62.13102085841476,0.0001336218933946,0.0003849720235418,1367.5,1.0859584389395889,0.1711290864650078,1.5286067121644562,0.3699560974428973,17.60283418454284,9.879030327328389,1.450067430604052,3.2638165768173573,1.131288252718275,0.1576497306814417,RACS-MID,Detection,NoMeasurement,,,,,ASKAP,,,1.5286067121644562,1.5286067121644562,1.5286067121644562,1.5286067121644562,0.0,0.0,1.5286067121644562,1.5286067121644562,RotV*,RotV*,2.887290331699337,0.013022501,221.7155,9.086336,9.69482,8.332318,1.3625021,0.60848427,0.75401783,346.3454952974688,1.388788282956189,2.1939453409462157e+17,5.258977662250764e+31,2.1939453409462157e+17,5.258977662250764e+31,2.1939453409462157e+17,5.258977662250764e+31,2.1939453409462157e+17,5.258977662250764e+31
HD 191179,Gaia DR3 1809393688018632704,TYC 1617-1098-1,2MASS J20075922+1609581,None,None,None,GaiaDR3,Gaia DR3 1809393688018632704,J2016.0,301.99677806229454,1.5173728e-05,16.166098293272913,1.3417701e-05,4.556726594594631,0.022995207,3.45313956862961,0.023417344,-10.898922621291089,0.018569391,ROSAT_Stellar,3.5,1.1830110840797663,SB35170_component_716a,35170,59581.26029398148,59581.27077718147,905.748479,301.9971,16.165954,0.35,0.46,1655.5,3.912,0.449,4.215,0.819,9.28,7.09,158.57,1.12,0.77,165.008,RACS-HIGH,Detection,NoMeasurement,,,,,ASKAP,,,4.215,4.215,4.215,4.215,0.0,0.0,4.215,4.215,SB*,SB*,4.556726594594631,0.022995207,198.15985,7.973977,8.441956,7.331027,1.1109285,0.46797848,0.64295006,219.4557824000763,1.267241857613823,2.4288606022179747e+17,5.667405112810502e+31,2.4288606022179747e+17,5.667405112810502e+31,2.4288606022179747e+17,5.667405112810502e+31,2.4288606022179747e+17,5.667405112810502e+31
HD 192785,Gaia DR3 2081589817375031424,TYC 3559-2228-1,2MASS J20144908+4501436,None,None,None,GaiaDR3,Gaia DR3 2081589817375031424,J2016.0,303.7044516373769,2.212041e-05,45.02852629624931,2.5134342e-05,4.129097769000468,0.027044794,-19.077421587480945,0.03010221,-50.920432257323554,0.030329626,ROSAT_Stellar,3.2,1.1613104271477788,RACS_2014+46_1189,22819,59257.10946731112,59257.11995051111,905.748479394226,303.70433018014387,45.02877112809176,5.07963236043964e-05,0.000800305396555,1367.5,3.383798969130849,0.3268122419034661,3.2618157412872524,0.6126012729827328,44.15332503991338,10.943643056909528,1.0863017419439616,6.785857710408831,0.4078701708104456,0.3626239486038685,RACS-MID,Detection,NoMeasurement,,,,,ASKAP,,,2.9409078706436262,2.9409078706436262,3.2618157412872524,2.62,0.32090787064362614,0.21644939339243635,3.2618157412872524,2.62,SB*,SB*,4.129097769000468,0.027044794,152.67625,7.4313726,8.002057,6.7099886,1.2920685,0.57068443,0.72138405,242.18365753109063,0.510648431223486,2.2890751263550272e+17,5.425701742223958e+31,1.8386620541242925e+17,4.618348492859221e+31,2.0638685902396598e+17,5.027867847132755e+31,2.0638685902396598e+17,5.027867847132755e+31
HD 194959,Gaia DR3 6862646496722308224,TYC 6333-1550-1,2MASS J20285898-1726049,None,HIP 101036,None,GaiaDR3,Gaia DR3 6862646496722308224,J2016.0,307.24581342497146,9.678825736045833e-05,-17.434863601902137,5.42432330548763e-05,6.840076709932713,0.1150063723325729,10.35387675226738,0.1109735965728759,-24.189169274904813,0.0781855583190918,ROSAT_Stellar,2.8,1.926822662297412,SB52179_component_3027b,52179,60183.38712962963,60183.80403935185,36021.000000298955,307.24568,-17.435429,0.2599999904632568,0.2599999904632568,943.5,0.8360000252723694,0.0309999994933605,1.0,0.0610000006854534,17.829999923706055,15.100000381469728,156.57000732421875,0.6000000238418579,0.6100000143051147,446.0350036621094,TotalCat_TimeBin10,Detection,NoMeasurement,,,,,ASKAP,,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,Star,Star,6.840076709932713,0.1150063723325729,59.47563171386719,6.5454511642456055,6.891006946563721,6.023728370666504,0.8672785758972168,0.3455557823181152,0.5217227935791016,146.19719082212413,0.7207560255608616,2.557343170038353e+16,1.0828062219077866e+31,2.557343170038353e+16,1.0828062219077866e+31,2.557343170038353e+16,1.0828062219077866e+31,2.557343170038353e+16,1.0828062219077866e+31
HD 195289,Gaia DR3 6467817609261492224,TYC 8798-1177-1,2MASS J20331325-5806444,None,HIP 101422,None,GaiaDR3,Gaia DR3 6467817609261492224,J2016.0,308.3055192930952,1.8062554000000003e-05,-58.112473850141086,1.6609390000000003e-05,9.602684419817038,0.026102353,25.85062173214434,0.01814089,-28.408156329722544,0.018856796,ROSAT_Stellar,2.8,0.5560639700141919,SB9972_component_2050a,9972,58747.383356481485,58747.800150462965,36010.99999984726,308.305339,-58.112598,0.02,0.02,1367.5,0.833,0.005,0.823,0.011,10.24,7.53,124.65,0.06,0.08,310.04,TotalCat_TimeBin10,Detection,NoMeasurement,,,,,ASKAP,,,0.823,0.823,0.823,0.823,0.0,0.0,0.823,0.823,Star,Star,9.602684419817038,0.026102353,367.88577,7.710455,8.002605,7.2420626,0.76054287,0.2921505,0.46839237,104.13754699012102,2.6224182827735714,1.0678874350807838e+16,5.697449670900248e+30,1.0678874350807838e+16,5.697449670900248e+30,1.0678874350807838e+16,5.697449670900248e+30,1.0678874350807838e+16,5.697449670900248e+30
HD 195305,Gaia DR3 6675701310653588096,TYC 7962-1291-1,2MASS J20321087-4445275,None,None,None,GaiaDR3,Gaia DR3 6675701310653588096,J2016.0,308.04525936866685,1.2814326e-05,-44.75771938558052,9.97548e-06,4.935989761563526,0.0173219,-9.340057896894008,0.016304301,-17.898796957463713,0.014102092,ROSAT_Stellar,3.5,0.5513467171886327,SB35582_component_1735a,35582,59588.27380671296,59588.28428991296,905.748479,308.045317,-44.757607,0.51,0.46,1655.5,1.303,0.232,1.18,0.377,7.48,5.39,62.4,1.24,1.03,52.42,RACS-HIGH,Detection,NoMeasurement,,,,,ASKAP,,,1.5384999775886534,1.5384999775886534,1.8969999551773071,1.18,0.3584999775886536,0.24180492215611332,1.8969999551773071,1.18,RotV*,RotV*,4.935989761563526,0.0173219,284.9566,8.898161,9.428312,8.208472,1.21984,0.53015137,0.6896887,202.59361309599626,2.3650322509716766,9.316006324626e+16,2.801398129542697e+31,5.79488019124977e+16,1.975913763196002e+31,7.555443257937885e+16,2.4015147374331523e+31,7.555443257937885e+16,2.4015147374331523e+31
HD 197192,Gaia DR3 6425298734405767296,TYC 9112-1396-1,2MASS J20455696-6609598,None,None,None,GaiaDR3,Gaia DR3 6425298734405767296,J2016.0,311.4853389996902,4.873495e-05,-66.16614266154009,6.888493e-05,24.8273832763439,0.09235501,-179.62424316750074,0.06356897,122.0018995790536,0.08277577,XMM_Stellar,3.6,1.226602424360094,SB32433_v2_component_1686a,32433,59480.55510416667,59480.56351851852,726.9999995827675,311.484598,-66.166289,0.2899999916553497,0.3700000047683716,1367.5,2.2730000019073486,0.1899999976158142,2.2860000133514404,0.3310000002384186,10.359999656677246,7.96999979019165,22.71999931335449,0.9100000262260436,0.6399999856948853,219.5919952392578,TotalCat_TimeBin0,Detection,NoMeasurement,,,,,ASKAP,,,1.613999992609024,1.613999992609024,2.2860000133514404,0.9419999718666076,0.6720000207424165,0.45325780435884017,2.2860000133514404,0.9419999718666076,HighPM*,HighPM*,24.8273832763439,0.09235501,268.8255,9.020265,9.542003,8.32063,1.2213726,0.52173805,0.69963455,40.278106994578955,5.994919743860154,4437366348648118.5,2.987027222018626e+30,1828520976017047.2,1.556439750139738e+30,3132943662332583.0,2.3125055479055538e+30,3132943662332583.0,2.3125055479055538e+30
HD 198217,Gaia DR3 6913055153483574784,TYC 5190-523-1,2MASS J20485958-0644543,None,None,None,GaiaDR3,Gaia DR3 6913055153483574784,J2016.0,312.2483697525256,1.6550068000000002e-05,-6.7491720032557225,1.0351514e-05,9.001157328913541,0.019885948,17.537100738707412,0.022748185,-149.20629672616883,0.01653536,ROSAT_Stellar,2.7,1.4349443065991068,SB9673_VAST_2053-06A_component_4456a,9673,58723.41767361111,58723.66131944444,21050.9999999078,312.248298,-6.749712,0.28,0.06,887.5,1.34,0.026,1.16,0.041,19.18,11.76,62.47,0.52,0.04,65.537,TotalCat_TimeBin5,Detection,NoMeasurement,,,,,ASKAP,,,1.16,1.16,1.16,1.16,0.0,0.0,1.16,1.16,HighPM*,HighPM*,9.001157328913541,0.019885948,452.63907,9.34657,9.818206,8.701059,1.1171465,0.47163582,0.6455107,111.09682493692198,4.118061763445006,1.7130586742674152e+16,8.064867452074892e+30,1.7130586742674152e+16,8.064867452074892e+30,1.7130586742674152e+16,8.064867452074892e+30,1.7130586742674152e+16,8.064867452074892e+30
HD 199178,Gaia DR3 2162964329341318656,TYC 3179-366-1,2MASS J20535364+4423111,V* V1794 Cyg,HIP 103144,UCAC4 672-086995,GaiaDR3,Gaia DR3 2162964329341318656,J2016.0,313.4737146808538,1.1420703e-05,44.386407242782255,1.3294957e-05,8.891179780336985,0.014704551,26.450628082267205,0.014652615,-0.8771689424214563,0.015315577,ROSAT_Stellar,3.2,1.815266322650536,RACS_2044+46_725,22820,59257.12329131111,59257.13365931111,895.795199898987,313.47359938392265,44.38591623902677,2.339145101113068e-05,0.0004374593946055,1367.5,5.827319001235274,0.4210256851441084,4.983517043100532,0.6068706082949873,41.77729067652184,9.469862354571063,1.6085547827883997,3.709778231547881,0.1727747599562918,0.3575753944460302,RACS-MID,Detection,NoMeasurement,,,,,ASKAP,,,4.983517043100532,4.983517043100532,4.983517043100532,4.983517043100532,0.0,0.0,4.983517043100532,4.983517043100532,RotV*,RotV*,8.891179780336985,0.014704551,604.65497,7.0260267,7.439172,6.4309764,1.0081954,0.41314507,0.59505033,112.4710133756961,1.7708236590102935,7.542722301547909e+16,2.3985409974004227e+31,7.542722301547909e+16,2.3985409974004227e+31,7.542722301547909e+16,2.3985409974004227e+31,7.542722301547909e+16,2.3985409974004227e+31
HD 200244,Gaia DR3 6807464138426082816,TYC 6923-323-1,2MASS J21025831-2256008,None,None,None,GaiaDR3,Gaia DR3 6807464138426082816,J2016.0,315.74270865827816,1.6757624e-05,-22.9339141656982,1.3562961e-05,7.170825135890639,0.021641258,-48.26651122706208,0.020720005,-62.09262887612701,0.016483461,ROSAT_Stellar,3.5,1.3164457206548017,SB35444_component_2221a,35444,59586.28904050926,59586.29952370925,905.748479,315.742596,-22.933653,0.51,0.46,1655.5,0.973,0.171,0.934,0.288,7.27,5.7,60.96,1.24,1.03,84.399,RACS-HIGH,Detection,NoMeasurement,,,,,ASKAP,,,0.934,0.934,0.934,0.934,0.0,0.0,0.934,0.934,EclBin,EclBin,7.170825135890639,0.021641258,331.34973,9.932481,10.293461,9.394104,0.89935684,0.36098003,0.5383768,139.45396534562082,4.210326660728001,2.1732994315340384e+16,9.60700278221223e+30,2.1732994315340384e+16,9.60700278221223e+30,2.1732994315340384e+16,9.60700278221223e+30,2.1732994315340384e+16,9.60700278221223e+30
HD 201427A,Gaia DR3 6464757870268513152,TYC 8434-140-1,None,V* BR Ind A,None,None,GaiaDR3,Gaia DR3 6464757870268513152,J2016.0,317.84486963364134,3.62547487020492e-05,-52.33918048076727,3.69745716452598e-05,19.3590055417441,0.0536251626908779,-9.533822900406513,0.0398488566279411,13.979269681499211,0.0496780388057231,ROSAT_Stellar,2.8,1.4098522597951717,SB9983_component_8575a,9983,58749.389652777776,58749.806446759256,36010.99999984726,317.844971,-52.339551,0.01,0.01,1367.5,0.191,0.001,0.199,0.002,11.08,7.1,101.35,0.06,0.07,19.323,TotalCat_TimeBin10,Detection,NoMeasurement,,,,,ASKAP,,,0.199,0.199,0.199,0.199,0.0,0.0,0.199,0.199,EclBin,EclBin,19.3590055417441,0.0536251626908779,361.0060119628906,7.095777988433838,7.162994861602783,6.391890525817871,0.7711043357849121,0.0672168731689453,0.7038874626159668,51.655545934096956,3.5301932091775012,635327922049859.2,7.154137958602109e+29,635327922049859.2,7.154137958602109e+29,635327922049859.2,7.154137958602109e+29,635327922049859.2,7.154137958602109e+29
HD 202244,Gaia DR3 2688905232468944000,TYC 5193-332-1,2MASS J21143247-0058526,None,None,None,GaiaDR3,Gaia DR3 2688905232468944000,J2016.0,318.63546484844545,1.7322903e-05,-0.9812364340868792,1.4408613e-05,3.503461337759333,0.02091214,24.130556752357403,0.02066407,12.613901891546355,0.015714416,ROSAT_Stellar,2.4,0.6133901272404111,SB34578_component_8875a,34578,59568.32802083333,59568.41142361111,7206.000000354834,318.635368,-0.981114,0.73,0.72,855.5,0.613,0.074,0.638,0.132,15.58,12.81,125.65,1.76,1.66,286.033,TotalCat_TimeBin2,Detection,NoMeasurement,,,,,ASKAP,,,1.4685294434101896,1.294000014781952,3.024176603240678,0.638,0.7501254232458451,0.175030342757131,3.024176603240678,0.638,RotV*,RotV*,3.503461337759333,0.02091214,167.53241,8.832704,9.223315,8.252529,0.9707861,0.39061165,0.58017445,285.43200669071973,1.5551906461246716,2.947972616921502e+17,6.534883163918719e+31,6.219235105451396e+16,2.0813063576179733e+31,1.2613934668317462e+17,3.5006995300286358e+31,1.4315250576560582e+17,3.842006141014313e+31
HD 204353,Gaia DR3 6452221724017193216,TYC 9103-1072-1,2MASS J21302499-6012251,None,HIP 106183,None,GaiaDR3,Gaia DR3 6452221724017193216,J2016.0,322.6045205685051,2.11782343685627e-05,-60.207088204064576,2.06793900579214e-05,5.553702513712652,0.0327219180762767,39.03624099851293,0.0232385285198688,-33.86046259953281,0.0298736132681369,ROSAT_Stellar,2.8,0.1637362531632021,SB9410_component_11430a,9410,58688.51649305556,58688.93328703704,36010.99999984726,322.604606,-60.207167,0.04,0.04,943.5,0.324,0.003,0.277,0.005,11.58,9.3,130.49,0.14,0.03,230.758,TotalCat_TimeBin10,Detection,NoMeasurement,,,,,ASKAP,,,0.277,0.277,0.277,0.277,0.0,0.0,0.277,0.277,HighPM*,HighPM*,5.553702513712652,0.0327219180762767,169.72422790527344,7.559563636779785,8.010540008544922,6.929912090301514,1.0806279182434082,0.4509763717651367,0.6296515464782715,180.06005858810386,1.2824767011815421,1.0745472023028074e+16,5.723554297479912e+30,1.0745472023028074e+16,5.723554297479912e+30,1.0745472023028074e+16,5.723554297479912e+30,1.0745472023028074e+16,5.723554297479912e+30
HD 206069,Gaia DR3 2671331703762455552,TYC 5217-1126-1,2MASS J21394508-0459193,None,None,None,GaiaDR3,Gaia DR3 2671331703762455552,J2016.0,324.93808460041487,2.3198520764708504e-05,-4.988637837564529,2.69790198653936e-05,12.601726281222868,0.0237298496067523,50.47895975368368,0.0301656015217304,3.7974012572185374,0.0301156491041183,ROSAT_Stellar,2.7,2.368246418867081,SB51562_component_13544a,51562,60148.73829861111,60148.94680555556,18014.99999994412,324.938768,-4.98831,1.4700000286102295,1.4700000286102295,943.5,0.2399999946355819,0.0610000006854534,0.1959999948740005,0.0930000022053718,13.640000343322754,13.470000267028809,103.91999816894533,3.4600000381469727,3.450000047683716,48.415000915527344,TotalCat_TimeBin5,Detection,NoMeasurement,,,,,ASKAP,,,0.1959999948740005,0.1959999948740005,0.1959999948740005,0.1959999948740005,0.0,0.0,0.1959999948740005,0.1959999948740005,HighPM*,HighPM*,12.601726281222868,0.0237298496067523,531.049560546875,9.138297080993652,9.442548751831056,8.659894943237305,0.78265380859375,0.3042516708374023,0.4784021377563476,79.35420732713773,4.640447291921206,1476749831900268.0,1.3301547035089947e+30,1476749831900268.0,1.3301547035089947e+30,1476749831900268.0,1.3301547035089947e+30,1476749831900268.0,1.3301547035089947e+30
HD 214971,Gaia DR3 6597453015177982720,TYC 7501-1001-1,2MASS J22422653-3404295,V* AF PsA,None,None,GaiaDR3,Gaia DR3 6597453015177982720,J2016.0,340.6103367574256,1.1165528e-05,-34.07487566334163,1.2116717e-05,4.245929885372656,0.016800912,-37.44927448648984,0.016806854,-10.68622050399302,0.015491306,ROSAT_Stellar,3.9,0.6161574094331451,SB39697_component_5673a,39697,59689.82782407408,59690.161215277774,28804.99999949243,340.610336,-34.074736,0.26,0.26,1367.5,0.469,0.04,0.507,0.073,7.56,6.61,139.14,0.62,0.59,218.53,TotalCat_TimeBin8,Detection,NoMeasurement,,,,,ASKAP,,,0.42100000000000004,0.42100000000000004,0.507,0.335,0.086,0.05800620531498718,0.507,0.335,Eruptive*,Eruptive*,4.245929885372656,0.016800912,252.72018,9.854456,10.396963,9.153238,1.2437248,0.5425072,0.70121765,235.51966871733492,2.9943200911103656,3.3649086406437396e+16,1.3249095586422768e+31,2.223361725080183e+16,9.769231161168498e+30,2.7941351828619616e+16,1.1556570706426085e+31,2.7941351828619616e+16,1.1556570706426085e+31
HD 217344,Gaia DR3 6554844401276275712,TYC 7509-679-1,2MASS J23002815-3344422,V* TZ PsA,HIP 113598,UCAC4 282-218992,GaiaDR3,Gaia DR3 6554844401276275712,J2016.0,345.11766870906047,1.85089707374572e-05,-33.745748964489025,1.93525161594152e-05,11.926332514257302,0.0256360806524753,61.64052389905905,0.02195705473423,-153.99521582585518,0.0204548761248588,ROSAT_Stellar,3.9,0.3197800454871106,SB10991_component_2979a,10991,58842.199479166666,58842.53828703704,29273.00000013784,345.117799,-33.74584,0.05,0.05,1367.5,1.065,0.018,1.038,0.046,8.36,6.47,146.83,0.17,0.22,309.547,TotalCat_TimeBin8,Detection,NoMeasurement,,,,,ASKAP,,,1.2054008371033975,1.058,2.378405022620385,0.427,0.6591339498524365,0.3608525563199785,2.378405022620385,0.427,RSCVnV*,RSCVnV*,11.926332514257302,0.0256360806524753,465.2166748046875,8.329093933105469,8.697903633117676,7.780424118041992,0.9174795150756836,0.368809700012207,0.5486698150634766,83.8480730605618,3.7116285011248786,2.0007044614145324e+16,9.039906256873426e+30,3591906327555546.0,2.557048540161809e+30,8899852212069715.0,4.9829594066445606e+30,1.0139781953237578e+16,5.484520804400397e+30
HD 220096,Gaia DR3 2378896524563606144,TYC 6976-1313-1,2MASS J23211550-2659121,None,HIP 115312,None,GaiaDR3,Gaia DR3 2378896524563606144,J2016.0,350.314487065015,4.2057171463966303e-05,-26.9868190860127,4.8722397536039296e-05,9.86187537535088,0.0621482506394386,-18.430717001514942,0.0519477389752864,-11.453057286960956,0.0539308823645114,ROSAT_Stellar,3.5,0.3419013223187201,SB35108_component_694a,35108,59580.40436805556,59580.41485125555,905.748479,350.314413,-26.98675,0.1,0.09,1655.5,4.156,0.145,4.707,0.273,6.94,6.25,60.14,0.25,0.22,415.009,RACS-HIGH,Detection,NoMeasurement,,,,,ASKAP,,,4.631714916643146,4.631714916643146,4.707,4.556429833286291,0.07528508335685435,0.05077909305062347,4.707,4.556429833286291,Eruptive*,Eruptive*,9.86187537535088,0.0621482506394386,158.68307495117188,5.439646720886231,5.861026287078857,4.844861030578613,1.016165256500244,0.4213795661926269,0.5947856903076172,101.40059186911195,0.4094442711097477,5.790767558334631e+16,1.9748825573471252e+31,5.6055292246488904e+16,1.9282319747479777e+31,5.698148391491762e+16,1.9516074481409483e+31,5.698148391491762e+16,1.9516074481409483e+31
HD 224361,Gaia DR3 6487463923545456384,TYC 9130-1669-1,2MASS J23571989-6257236,None,HIP 118092,None,GaiaDR3,Gaia DR3 6487463923545456384,J2016.0,359.33369043901786,4.7444656e-05,-62.956476619115,4.3362096000000005e-05,15.687709182329556,0.06046329,75.26115026871162,0.06544184,27.17699479006352,0.06415713,ROSAT_Stellar,3.5,0.6054955213064461,SB36629_component_1527a,36629,59607.35236574074,59607.36284894073,905.748479,359.334182,-62.956293,0.25,0.31,1655.5,1.364,0.109,1.654,0.215,10.07,6.63,16.85,0.75,0.56,276.933,RACS-HIGH,Detection,NoMeasurement,,,,,ASKAP,,,1.3655,1.3655,1.654,1.077,0.2885,0.1945905841089977,1.654,1.077,**,**,15.687709182329556,0.06046329,259.4584,5.9437156,5.9783077,5.854559,0.12374878,0.03459215,0.08915663,63.74416993440875,1.921513249066046,8041321019878063.0,4.624807668827841e+30,5236095972435715.0,3.373601818904639e+30,6638708496156889.0,4.016844313524936e+30,6638708496156889.0,4.016844313524936e+30
HD 243628,Gaia DR3 3445484341801118080,TYC 1860-1146-1,2MASS J05265241+2834276,None,None,None,GaiaDR3,Gaia DR3 3445484341801118080,J2016.0,81.71847032308989,2.07766648381948e-05,28.57414909043097,1.43007161095738e-05,7.477449355397677,0.0251713637262582,18.237004296705187,0.029080307111144,-39.14218840560861,0.0184564441442489,ROSAT_Stellar,3.5,1.8038233059148825,SB34831_component_1922a,34831,59575.664134259256,59575.67461745925,905.748479,81.718114,28.574449,0.69,0.91,1655.5,1.224,0.187,1.207,0.323,16.31,8.2,151.16,2.34,1.34,140.996,RACS-HIGH,Detection,NoMeasurement,,,,,ASKAP,,,1.207,1.207,1.207,1.207,0.0,0.0,1.207,1.207,RotV*,RotV*,7.477449355397677,0.0251713637262582,297.061767578125,8.91011905670166,9.472304344177246,8.163128852844238,1.3091754913330078,0.5621852874755859,0.7469902038574219,133.7354427252843,3.2788864579327077,2.5829218375150864e+16,1.0907591646193788e+31,2.5829218375150864e+16,1.0907591646193788e+31,2.5829218375150864e+16,1.0907591646193788e+31,2.5829218375150864e+16,1.0907591646193788e+31
